Абаза|(региональное)|19|ХакасияРеспублика|-
Карачаевск|(региональное)|09|Карачаево-ЧеркесскаяРеспублика|-
Карачев|КарачевскийРайон|32|БрянскаяОбласть|района
Каргат|КаргатскийРайон|54|НовосибирскаяОбласть|района
Каргополь|КаргопольскийРайон|29|АрхангельскаяОбласть|района
Карпинск|(региональное)|66|СвердловскаяОбласть|-
Карталы|КарталинскийРайон|74|ЧелябинскаяОбласть|района
Касимов|(региональное)|62|РязанскаяОбласть|района
Касли|КаслинскийРайон|74|ЧелябинскаяОбласть|района
Каспийск|(региональное)|05|ДагестанРеспублика|-
Катав-Ивановск|Катав-ИвановскийРайон|74|ЧелябинскаяОбласть|района
Катайск|КатайскийРайон|45|КурганскаяОбласть|района
Качканар|(региональное)|66|СвердловскаяОбласть|-
Кашин|КашинскийРайон|69|ТверскаяОбласть|района
Кашира|КаширскийРайон|50|МосковскаяОбласть|района
Кашира-8|КаширскийРайон|50|МосковскаяОбласть|-
Кедровый|(региональное)|70|ТомскаяОбласть|-
Кемерово|(региональное)|42|КемеровскаяОбласть|региона
Кемь|КемскийРайон|10|КарелияРеспублика|-
Керчь|(региональное)|91|КрымРеспублика|-
Кизел|(региональное)|59|ПермскийКрай|-
Кизилюрт|(региональное)|05|ДагестанРеспублика|-
Кизляр|(региональное)|05|ДагестанРеспублика|-
Кимовск|КимовскийРайон|71|ТульскаяОбласть|района
Кимры|(региональное)|69|ТверскаяОбласть|-
Кингисепп|КингисеппскийРайон|47|ЛенинградскаяОбласть|района
Кинель|(региональное)|63|СамарскаяОбласть|-
Кинешма|КинешемскийРайон|37|ИвановскаяОбласть|района
Киреевск|КиреевскийРайон|71|ТульскаяОбласть|района
Киренск|КиренскийРайон|38|ИркутскаяОбласть|района
Киржач|КиржачскийРайон|33|ВладимирскаяОбласть|района
Кириллов|КирилловскийРайон|35|ВологодскаяОбласть|района
Кириши|КиришскийРайон|47|ЛенинградскаяОбласть|района
Киров|КировскийРайон|40|КалужскаяОбласть|района
Киров|(региональное)|43|КировскаяОбласть|региона
Кировград|(региональное)|66|СвердловскаяОбласть|-
Кирово-Чепецк|Кирово-ЧепецкийРайон|43|КировскаяОбласть|района
Кировск|КировскийРайон|47|ЛенинградскаяОбласть|района
Кировск|(региональное)|51|МурманскаяОбласть|-
Кирс|ВерхнекамскийРайон|43|КировскаяОбласть|района
Кирсанов|(региональное)|68|ТамбовскаяОбласть|-
Киселевск|(региональное)|42|КемеровскаяОбласть|-
Кисловодск|(региональное)|26|СтавропольскийКрай|-
Климовск|(региональное)|50|МосковскаяОбласть|-
Клин|КлинскийРайон|50|МосковскаяОбласть|района
Клинцы|(региональное)|32|БрянскаяОбласть|-
Княгинино|КнягининскийРайон|52|НижегородскаяОбласть|района
Ковдор|КовдорскийРайон|51|МурманскаяОбласть|района
Ковров|(региональное)|33|ВладимирскаяОбласть|-
Ковылкино|(региональное)|13|МордовияРеспублика|района
Когалым|(региональное)|86|Ханты-МансийскийАвтономныйокруг-ЮграАвтономныйокруг|-
Кодинск|КежемскийРайон|24|КрасноярскийКрай|района
Козельск|КозельскийРайон|40|КалужскаяОбласть|района
Козловка|КозловскийРайон|21|ЧувашскаяРеспублика-Чувашия|района
Козьмодемьянск|(региональное)|12|МарийЭлРеспублика|-
Кола|КольскийРайон|51|МурманскаяОбласть|района
Кологрив|КологривскийРайон|44|КостромскаяОбласть|района
Коломна|(региональное)|50|МосковскаяОбласть|-
Колпашево|КолпашевскийРайон|70|ТомскаяОбласть|района
Колпино|(региональное)|78|Санкт-ПетербургГород|-
Кольчугино|КольчугинскийРайон|33|ВладимирскаяОбласть|района
Коммунар|ГатчинскийРайон|47|ЛенинградскаяОбласть|-
Комсомольск|КомсомольскийРайон|37|ИвановскаяОбласть|района
Комсомольск-на-Амуре|(региональное)|27|ХабаровскийКрай|-
Конаково|КонаковскийРайон|69|ТверскаяОбласть|района
Кондопога|КондопожскийРайон|10|КарелияРеспублика|района
Кондрово|ДзержинскийРайон|40|КалужскаяОбласть|района
Константиновск|КонстантиновскийРайон|61|РостовскаяОбласть|района
Копейск|(региональное)|74|ЧелябинскаяОбласть|-
Кораблино|КораблинскийРайон|62|РязанскаяОбласть|района
Кореновск|КореновскийРайон|23|КраснодарскийКрай|района
Коркино|КоркинскийРайон|74|ЧелябинскаяОбласть|района
Королев|(региональное)|50|МосковскаяОбласть|-
Короча|КорочанскийРайон|31|БелгородскаяОбласть|района
Корсаков|КорсаковскийРайон|65|СахалинскаяОбласть|района
Коряжма|(региональное)|29|АрхангельскаяОбласть|-
Костерево|ПетушинскийРайон|33|ВладимирскаяОбласть|-
Костомукша|(региональное)|10|КарелияРеспублика|-
Кострома|КостромскойРайон|44|КостромскаяОбласть|районаирегиона
Котельники|(региональное)|50|МосковскаяОбласть|-
Котельниково|КотельниковскийРайон|34|ВолгоградскаяОбласть|района
Котельнич|КотельничскийРайон|43|КировскаяОбласть|района
Котлас|КотласскийРайон|29|АрхангельскаяОбласть|района
Котово|КотовскийРайон|34|ВолгоградскаяОбласть|района
Котовск|(региональное)|68|ТамбовскаяОбласть|-
Кохма|ИвановскийРайон|37|ИвановскаяОбласть|района
Красавино|ВеликоустюгскийРайон|35|ВологодскаяОбласть|-
Красноармейск|(региональное)|50|МосковскаяОбласть|-
Красноармейск|(региональное)|64|СаратовскаяОбласть|-
Красновишерск|КрасновишерскийРайон|59|ПермскийКрай|района
Красногорск|КрасногорскийРайон|50|МосковскаяОбласть|района
Краснодар|(региональное)|23|КраснодарскийКрай|региона
КрасноеСело|(региональное)|78|Санкт-ПетербургГород|-
Краснозаводск|Сергиево-ПосадскийРайон|50|МосковскаяОбласть|-
Краснознаменск|КраснознаменскийРайон|39|КалининградскаяОбласть|района
Краснознаменск|(региональное)|50|МосковскаяОбласть|-
Краснокаменск|КраснокаменскийРайон|75|ЗабайкальскийКрай|района
Краснокамск|КраснокамскийРайон|59|ПермскийКрай|района
Красноперекопск|(региональное)|91|КрымРеспублика|-
Красноперекопск|КрасноперекопскийРайон|91|КрымРеспублика|-
Краснослободск|КраснослободскийРайон|13|МордовияРеспублика|района
Краснослободск|СреднеахтубинскийРайон|34|ВолгоградскаяОбласть|-
Краснотурьинск|(региональное)|66|СвердловскаяОбласть|-
Красноуральск|(региональное)|66|СвердловскаяОбласть|-
Красноуфимск|(региональное)|66|СвердловскаяОбласть|-
Красноярск|(региональное)|24|КрасноярскийКрай|региона
КрасныйКут|КраснокутскийРайон|64|СаратовскаяОбласть|района
КрасныйСулин|КрасносулинскийРайон|61|РостовскаяОбласть|района
КрасныйХолм|КраснохолмскийРайон|69|ТверскаяОбласть|района
Кременки|ЖуковскийРайон|40|КалужскаяОбласть|-
Кронштадт|(региональное)|78|Санкт-ПетербургГород|-
Кропоткин|КавказскийРайон|23|КраснодарскийКрай|-
Крымск|КрымскийРайон|23|КраснодарскийКрай|района
Кстово|КстовскийРайон|52|НижегородскаяОбласть|района
Кубинка|ОдинцовскийРайон|50|МосковскаяОбласть|-
Кувандык|(региональное)|56|ОренбургскаяОбласть|-
Кувшиново|КувшиновскийРайон|69|ТверскаяОбласть|района
Кудымкар|(региональное)|59|ПермскийКрай|-
Кузнецк|КузнецкийРайон|58|ПензенскаяОбласть|района
Кузнецк-12|КузнецкийРайон|58|ПензенскаяОбласть|-
Кузнецк-8|КузнецкийРайон|58|ПензенскаяОбласть|-
Куйбышев|(региональное)|54|НовосибирскаяОбласть|-
Кулебаки|КулебакскийРайон|52|НижегородскаяОбласть|района
Кумертау|(региональное)|02|БашкортостанРеспублика|-
Кунгур|(региональное)|59|ПермскийКрай|-
Купино|КупинскийРайон|54|НовосибирскаяОбласть|района
Курган|(региональное)|45|КурганскаяОбласть|региона
Курганинск|КурганинскийРайон|23|КраснодарскийКрай|района
Курильск|КурильскийРайон|65|СахалинскаяОбласть|района
Курлово|Гусь-ХрустальныйРайон|33|ВладимирскаяОбласть|-
Куровское|Орехово-ЗуевскийРайон|50|МосковскаяОбласть|-
Курск|(региональное)|46|КурскаяОбласть|региона
Куртамыш|КуртамышскийРайон|45|КурганскаяОбласть|района
Курчатов|(региональное)|46|КурскаяОбласть|района
Куса|КусинскийРайон|74|ЧелябинскаяОбласть|района
Кушва|(региональное)|66|СвердловскаяОбласть|-
Кызыл|(региональное)|17|ТываРеспублика|региона
Кыштым|(региональное)|74|ЧелябинскаяОбласть|-
Кяхта|КяхтинскийРайон|03|БурятияРеспублика|района
Лабинск|ЛабинскийРайон|23|КраснодарскийКрай|района
Лабытнанги|(региональное)|89|Ямало-НенецкийАвтономныйокруг|-
Лагань|ЛаганскийРайон|08|КалмыкияРеспублика|района
Ладушкин|(региональное)|39|КалининградскаяОбласть|-
Лаишево|ЛаишевскийРайон|16|ТатарстанРеспублика|района
Лакинск|СобинскийРайон|33|ВладимирскаяОбласть|-
Лангепас|(региональное)|86|Ханты-МансийскийАвтономныйокруг-ЮграАвтономныйокруг|-
Лахденпохья|ЛахденпохскийРайон|10|КарелияРеспублика|района
Лебедянь|ЛебедянскийРайон|48|ЛипецкаяОбласть|района
Лениногорск|ЛениногорскийРайон|16|ТатарстанРеспублика|района
Ленинск|ЛенинскийРайон|34|ВолгоградскаяОбласть|района
Ленинск-Кузнецкий|(региональное)|42|КемеровскаяОбласть|-
Ленск|ЛенскийУлус|14|Саха/Якутия/Республика|района
Лермонтов|(региональное)|26|СтавропольскийКрай|-
Лесной|(региональное)|66|СвердловскаяОбласть|-
Лесозаводск|(региональное)|25|ПриморскийКрай|-
Лесосибирск|(региональное)|24|КрасноярскийКрай|-
Ливны|(региональное)|57|ОрловскаяОбласть|-
Ликино-Дулево|Орехово-ЗуевскийРайон|50|МосковскаяОбласть|-
Липецк|(региональное)|48|ЛипецкаяОбласть|региона
Липки|КиреевскийРайон|71|ТульскаяОбласть|-
Лиски|ЛискинскийРайон|36|ВоронежскаяОбласть|района
Лихославль|ЛихославльскийРайон|69|ТверскаяОбласть|района
Лобня|(региональное)|50|МосковскаяОбласть|-
ЛодейноеПоле|ЛодейнопольскийРайон|47|ЛенинградскаяОбласть|района
Ломоносов|(региональное)|78|Санкт-ПетербургГород|-
Лосино-Петровский|(региональное)|50|МосковскаяОбласть|-
Луга|ЛужскийРайон|47|ЛенинградскаяОбласть|района
Луза|ЛузскийРайон|43|КировскаяОбласть|района
Лукоянов|ЛукояновскийРайон|52|НижегородскаяОбласть|района
Луховицы|ЛуховицкийРайон|50|МосковскаяОбласть|района
Лысково|ЛысковскийРайон|52|НижегородскаяОбласть|района
Лысьва|(региональное)|59|ПермскийКрай|-
Лыткарино|(региональное)|50|МосковскаяОбласть|-
Льгов|(региональное)|46|КурскаяОбласть|района
Любань|ТосненскийРайон|47|ЛенинградскаяОбласть|-
Люберцы|ЛюберецкийРайон|50|МосковскаяОбласть|района
Любим|ЛюбимскийРайон|76|ЯрославскаяОбласть|района
Людиново|ЛюдиновскийРайон|40|КалужскаяОбласть|района
Лянтор|СургутскийРайон|86|Ханты-МансийскийАвтономныйокруг-ЮграАвтономныйокруг|-
Магадан|(региональное)|49|МагаданскаяОбласть|региона
Магас|(региональное)|06|ИнгушетияРеспублика|региона
Магнитогорск|(региональное)|74|ЧелябинскаяОбласть|-
Майкоп|(региональное)|01|АдыгеяРеспублика|региона
Майский|МайскийРайон|07|Кабардино-БалкарскаяРеспублика|района
Макаров|МакаровскийРайон|65|СахалинскаяОбласть|района
Макарьев|МакарьевскийРайон|44|КостромскаяОбласть|района
Макушино|МакушинскийРайон|45|КурганскаяОбласть|района
МалаяВишера|МаловишерскийРайон|53|НовгородскаяОбласть|района
Малгобек|(региональное)|06|ИнгушетияРеспублика|-
Малмыж|МалмыжскийРайон|43|КировскаяОбласть|района
Малоархангельск|МалоархангельскийРайон|57|ОрловскаяОбласть|района
Малоярославец|МалоярославецкийРайон|40|КалужскаяОбласть|района
Мамадыш|МамадышскийРайон|16|ТатарстанРеспублика|района
Мамоново|(региональное)|39|КалининградскаяОбласть|-
Мантурово|МантуровскийРайон|44|КостромскаяОбласть|района
Мариинск|МариинскийРайон|42|КемеровскаяОбласть|района
МариинскийПосад|Мариинско-ПосадскийРайон|21|ЧувашскаяРеспублика-Чувашия|района
Маркс|(региональное)|64|СаратовскаяОбласть|-
Махачкала|(региональное)|05|ДагестанРеспублика|региона
Мглин|МглинскийРайон|32|БрянскаяОбласть|района
Мегион|(региональное)|86|Ханты-МансийскийАвтономныйокруг-ЮграАвтономныйокруг|-
Медвежьегорск|МедвежьегорскийРайон|10|КарелияРеспублика|района
Медногорск|(региональное)|56|ОренбургскаяОбласть|-
Медынь|МедынскийРайон|40|КалужскаяОбласть|района
Межгорье|(региональное)|02|БашкортостанРеспублика|-
Междуреченск|(региональное)|42|КемеровскаяОбласть|-
Мезень|МезенскийРайон|29|АрхангельскаяОбласть|района
Меленки|МеленковскийРайон|33|ВладимирскаяОбласть|района
Мелеуз|МелеузовскийРайон|02|БашкортостанРеспублика|района
Менделеевск|МенделеевскийРайон|16|ТатарстанРеспублика|района
Мензелинск|МензелинскийРайон|16|ТатарстанРеспублика|района
Мещовск|МещовскийРайон|40|КалужскаяОбласть|района
Миасс|(региональное)|74|ЧелябинскаяОбласть|-
Микунь|Усть-ВымскийРайон|11|КомиРеспублика|-
Миллерово|МиллеровскийРайон|61|РостовскаяОбласть|района
МинеральныеВоды|МинераловодскийРайон|26|СтавропольскийКрай|района
Минусинск|(региональное)|24|КрасноярскийКрай|-
Миньяр|АшинскийРайон|74|ЧелябинскаяОбласть|-
Мирный|МирнинскийУлус|14|Саха/Якутия/Республика|района
Мирный|(региональное)|29|АрхангельскаяОбласть|-
Михайлов|МихайловскийРайон|62|РязанскаяОбласть|района
Михайловка|(региональное)|34|ВолгоградскаяОбласть|-
Михайловск|ШпаковскийРайон|26|СтавропольскийКрай|района
Михайловск|НижнесергинскийРайон|66|СвердловскаяОбласть|-
Мичуринск|(региональное)|68|ТамбовскаяОбласть|-
Могоча|МогочинскийРайон|75|ЗабайкальскийКрай|района
Можайск|МожайскийРайон|50|МосковскаяОбласть|района
Можга|(региональное)|18|УдмуртскаяРеспублика|-
Моздок|МоздокскийРайон|15|СевернаяОсетия-АланияРеспублика|района
Мончегорск|(региональное)|51|МурманскаяОбласть|-
Морозовск|МорозовскийРайон|61|РостовскаяОбласть|района
Моршанск|(региональное)|68|ТамбовскаяОбласть|-
Мосальск|МосальскийРайон|40|КалужскаяОбласть|района
Москва|(федеральное)|77|МоскваГород|-
Московский|МосковскийПоселение|77|МоскваГород|района
Московский|МосковскийПоселок|77|МоскваГород|района
Муравленко|(региональное)|89|Ямало-НенецкийАвтономныйокруг|-
Мураши|МурашинскийРайон|43|КировскаяОбласть|района
Мурманск|(региональное)|51|МурманскаяОбласть|региона
Муром|(региональное)|33|ВладимирскаяОбласть|-
Мценск|(региональное)|57|ОрловскаяОбласть|-
Мыски|(региональное)|42|КемеровскаяОбласть|-
Мытищи|МытищинскийРайон|50|МосковскаяОбласть|района
Мышкин|МышкинскийРайон|76|ЯрославскаяОбласть|района
НабережныеЧелны|(региональное)|16|ТатарстанРеспублика|-
Навашино|НавашинскийРайон|52|НижегородскаяОбласть|района
Наволоки|КинешемскийРайон|37|ИвановскаяОбласть|-
Надым|(региональное)|89|Ямало-НенецкийАвтономныйокруг|-
Назарово|(региональное)|24|КрасноярскийКрай|-
Назрань|(региональное)|06|ИнгушетияРеспублика|-
Называевск|НазываевскийРайон|55|ОмскаяОбласть|района
Нальчик|(региональное)|07|Кабардино-БалкарскаяРеспублика|региона
Нариманов|НаримановскийРайон|30|АстраханскаяОбласть|района
Наро-Фоминск|Наро-ФоминскийРайон|50|МосковскаяОбласть|района
Нарткала|УрванскийРайон|07|Кабардино-БалкарскаяРеспублика|района
Нарьян-Мар|(региональное)|83|НенецкийАвтономныйокруг|региона
Находка|(региональное)|25|ПриморскийКрай|-
Невель|НевельскийРайон|60|ПсковскаяОбласть|района
Невельск|НевельскийРайон|65|СахалинскаяОбласть|района
Невинномысск|(региональное)|26|СтавропольскийКрай|-
Невьянск|НевьянскийРайон|66|СвердловскаяОбласть|-
Нелидово|(региональное)|69|ТверскаяОбласть|-
Неман|НеманскийРайон|39|КалининградскаяОбласть|района
Нерехта|НерехтскийРайон|44|КостромскаяОбласть|района
Нерчинск|НерчинскийРайон|75|ЗабайкальскийКрай|района
Нерюнгри|(региональное)|14|Саха/Якутия/Республика|-
Нестеров|НестеровскийРайон|39|КалининградскаяОбласть|района
Нефтегорск|НефтегорскийРайон|63|СамарскаяОбласть|района
Нефтекамск|(региональное)|02|БашкортостанРеспублика|-
Нефтекумск|НефтекумскийРайон|26|СтавропольскийКрай|района
Нефтеюганск|(региональное)|86|Ханты-МансийскийАвтономныйокруг-ЮграАвтономныйокруг|-
Нея|НейскийРайон|44|КостромскаяОбласть|района
Нижневартовск|(региональное)|86|Ханты-МансийскийАвтономныйокруг-ЮграАвтономныйокруг|-
Нижнекамск|НижнекамскийРайон|16|ТатарстанРеспублика|района
Нижнеудинск|(региональное)|38|ИркутскаяОбласть|-
НижниеСерги|НижнесергинскийРайон|66|СвердловскаяОбласть|района
НижниеСерги-3|НижнесергинскийРайон|66|СвердловскаяОбласть|-
НижнийЛомов|НижнеломовскийРайон|58|ПензенскаяОбласть|района
НижнийНовгород|(региональное)|52|НижегородскаяОбласть|региона
НижнийТагил|(региональное)|66|СвердловскаяОбласть|-
НижняяСалда|(региональное)|66|СвердловскаяОбласть|-
НижняяТура|(региональное)|66|СвердловскаяОбласть|-
Николаевск|НиколаевскийРайон|34|ВолгоградскаяОбласть|района
Николаевск-на-Амуре|(региональное)|27|ХабаровскийКрай|-
Никольск|НикольскийРайон|35|ВологодскаяОбласть|района
Никольск|НикольскийРайон|58|ПензенскаяОбласть|района
Никольское|ТосненскийРайон|47|ЛенинградскаяОбласть|-
НоваяЛадога|ВолховскийРайон|47|ЛенинградскаяОбласть|-
НоваяЛяля|НоволялинскийРайон|66|СвердловскаяОбласть|района
Новоалександровск|НовоалександровскийРайон|26|СтавропольскийКрай|района
Новоалтайск|(региональное)|22|АлтайскийКрай|-
Новоаннинский|НовоаннинскийРайон|34|ВолгоградскаяОбласть|района
Нововоронеж|(региональное)|36|ВоронежскаяОбласть|-
Новодвинск|(региональное)|29|АрхангельскаяОбласть|-
Новозыбков|(региональное)|32|БрянскаяОбласть|-
Новокубанск|НовокубанскийРайон|23|КраснодарскийКрай|района
Новокузнецк|(региональное)|42|КемеровскаяОбласть|-
Новокуйбышевск|(региональное)|63|СамарскаяОбласть|-
Новомичуринск|ПронскийРайон|62|РязанскаяОбласть|-
Новомосковск|НовомосковскийРайон|71|ТульскаяОбласть|района
Новопавловск|КировскийРайон|26|СтавропольскийКрай|района
Новоржев|НоворжевскийРайон|60|ПсковскаяОбласть|района
Новороссийск|(региональное)|23|КраснодарскийКрай|-
Новосибирск|(региональное)|54|НовосибирскаяОбласть|региона
Новосиль|НовосильскийРайон|57|ОрловскаяОбласть|района
Новосокольники|НовосокольническийРайон|60|ПсковскаяОбласть|района
Новотроицк|(региональное)|56|ОренбургскаяОбласть|-
Новоузенск|НовоузенскийРайон|64|СаратовскаяОбласть|района
Новоульяновск|(региональное)|73|УльяновскаяОбласть|-
Новоуральск|(региональное)|66|СвердловскаяОбласть|-
Новохоперск|НовохоперскийРайон|36|ВоронежскаяОбласть|района
Новочебоксарск|(региональное)|21|ЧувашскаяРеспублика-Чувашия|-
Новочеркасск|(региональное)|61|РостовскаяОбласть|-
Новошахтинск|(региональное)|61|РостовскаяОбласть|-
НовыйОскол|НовооскольскийРайон|31|БелгородскаяОбласть|района
НовыйУренгой|(региональное)|89|Ямало-НенецкийАвтономныйокруг|-
Ногинск|НогинскийРайон|50|МосковскаяОбласть|района
Нолинск|НолинскийРайон|43|КировскаяОбласть|района
Норильск|(региональное)|24|КрасноярскийКрай|-
Ноябрьск|(региональное)|89|Ямало-НенецкийАвтономныйокруг|-
Нурлат|НурлатскийРайон|16|ТатарстанРеспублика|района
Нытва|НытвенскийРайон|59|ПермскийКрай|района
Нюрба|НюрбинскийУлус|14|Саха/Якутия/Республика|района
Нягань|(региональное)|86|Ханты-МансийскийАвтономныйокруг-ЮграАвтономныйокруг|-
Нязепетровск|НязепетровскийРайон|74|ЧелябинскаяОбласть|района
Няндома|НяндомскийРайон|29|АрхангельскаяОбласть|района
Облучье|ОблученскийРайон|79|ЕврейскаяАвтономнаяобласть|района
Обнинск|(региональное)|40|КалужскаяОбласть|-
Обоянь|ОбоянскийРайон|46|КурскаяОбласть|района
Обь|(региональное)|54|НовосибирскаяОбласть|-
Одинцово|ОдинцовскийРайон|50|МосковскаяОбласть|района
Ожерелье|КаширскийРайон|50|МосковскаяОбласть|-
Озерск|ОзерскийРайон|39|КалининградскаяОбласть|района
Озерск|(региональное)|74|ЧелябинскаяОбласть|-
Озеры|ОзерскийРайон|50|МосковскаяОбласть|района
Октябрьск|(региональное)|63|СамарскаяОбласть|-
Октябрьский|(региональное)|02|БашкортостанРеспублика|-
Окуловка|ОкуловскийРайон|53|НовгородскаяОбласть|района
Олекминск|ОлекминскийУлус|14|Саха/Якутия/Республика|района
Оленегорск|(региональное)|51|МурманскаяОбласть|-
Оленегорск-1|(региональное)|51|МурманскаяОбласть|-
Оленегорск-2|(региональное)|51|МурманскаяОбласть|-
Оленегорск-4|(региональное)|51|МурманскаяОбласть|-
Олонец|ОлонецкийРайон|10|КарелияРеспублика|района
Омск|(региональное)|55|ОмскаяОбласть|региона
Омутнинск|ОмутнинскийРайон|43|КировскаяОбласть|района
Онега|ОнежскийРайон|29|АрхангельскаяОбласть|района
Опочка|ОпочецкийРайон|60|ПсковскаяОбласть|района
Орёл|(региональное)|57|ОрловскаяОбласть|региона
Оренбург|(региональное)|56|ОренбургскаяОбласть|региона
Орехово-Зуево|(региональное)|50|МосковскаяОбласть|-
Орлов|ОрловскийРайон|43|КировскаяОбласть|района
Орск|(региональное)|56|ОренбургскаяОбласть|-
Оса|ОсинскийРайон|59|ПермскийКрай|района
Осинники|(региональное)|42|КемеровскаяОбласть|-
Осташков|ОсташковскийРайон|69|ТверскаяОбласть|района
Остров|ОстровскийРайон|60|ПсковскаяОбласть|района
Островной|(региональное)|51|МурманскаяОбласть|-
Острогожск|ОстрогожскийРайон|36|ВоронежскаяОбласть|района
Отрадное|КировскийРайон|47|ЛенинградскаяОбласть|-
Отрадный|(региональное)|63|СамарскаяОбласть|-
Оха|ОхинскийРайон|65|СахалинскаяОбласть|района
Оханск|ОханскийРайон|59|ПермскийКрай|района
Очер|ОчерскийРайон|59|ПермскийКрай|района
Павлово|ПавловскийРайон|52|НижегородскаяОбласть|района
Павловск|ПавловскийРайон|36|ВоронежскаяОбласть|района
Павловск|(региональное)|78|Санкт-ПетербургГород|-
ПавловскийПосад|Павлово-ПосадскийРайон|50|МосковскаяОбласть|района
Палласовка|ПалласовскийРайон|34|ВолгоградскаяОбласть|района
Партизанск|(региональное)|25|ПриморскийКрай|-
Певек|ЧаунскийРайон|87|ЧукотскийАвтономныйокруг|района
Пенза|(региональное)|58|ПензенскаяОбласть|-
Первомайск|(региональное)|52|НижегородскаяОбласть|-
Первоуральск|(региональное)|66|СвердловскаяОбласть|-
Перевоз|ПеревозскийРайон|52|НижегородскаяОбласть|района
Пересвет|Сергиево-ПосадскийРайон|50|МосковскаяОбласть|-
Переславль-Залесский|(региональное)|76|ЯрославскаяОбласть|-
Пермь|(региональное)|59|ПермскийКрай|региона
Пестово|ПестовскийРайон|53|НовгородскаяОбласть|района
Петергоф|(региональное)|78|Санкт-ПетербургГород|-
ПетровВал|КамышинскийРайон|34|ВолгоградскаяОбласть|-
Петровск|(региональное)|64|СаратовскаяОбласть|-
Петровск-Забайкальский|Петровск-ЗабайкальскийРайон|75|ЗабайкальскийКрай|района
